A	325 	51.24
A	355 	77.18
A	330 	43.79
A	331 	84.75
A	327 	70.73
A	254 	34.44
A	251 	78.88
A	251 	34.94
A	289 	43.59
A	312 	56.61
A	287 	22.47
A	319 	7.17
A	345 	57.66
A	316 	77.28
A	376 	35.69
A	318 	61.06
A	374 	43.71
A	256 	29.44
A	255 	11.92
A	374 	66.26
A	252 	75.56
A	238 	56.99
A	253 	65.08
A	240 	46.29
A	239 	66.66
A	46 	88.48
A	61 	59.84
A	438 	9.65
A	293 	36.97
A	290 	56.64
A	378 	7.37
A	61 	11.15
A	55 	40.56
A	125 	61.16
A	274 	23.94
A	379 	68.23
A	234 	25.22
A	165 	19.52
A	24 	82.60
A	166 	47.26
A	135 	80.35
A	49 	12.85
A	34 	54.34
A	122 	51.79
A	306 	10.35
A	279 	29.22
A	431 	9.25
A	432 	11.90
A	303 	38.67
A	297 	40.41
A	368 	6.77
A	231 	84.75
A	424 	88.98
A	20 	67.56
A	21 	51.59
A	60 	42.29
A	56 	59.74
A	119 	54.04
A	20 	87.23
A	430 	21.89
A	382 	57.94
K	54 	15.10
A	202 	46.66
A	19 	34.97
K	42 	87.78
A	19 	36.94
A	17 	88.43
A	154 	13.40
A	213 	84.48
A	209 	78.78
A	392 	7.42
A	384 	53.99
A	228 	49.76
A	227 	55.39
K	40 	57.99
A	189 	37.59
A	190 	57.61
A	8 	34.27
A	151 	34.37
A	152 	68.13
A	91 	72.33
K	29 	29.04
A	218 	20.64
A	205 	82.08
A	205 	83.53
A	224 	55.96
K	52 	48.21
K	51 	48.64
A	189 	7.87
A	14 	76.38
K	338 	54.94
A	150 	37.12
A	82 	22.24
A	149 	64.18
A	389 	14.85
K	50 	58.64
K	344 	48.01
K	343 	70.01
A	10 	81.80
A	417 	63.18
K	32 	45.76
K	32 	59.06
A	93 	58.76
A	391 	35.37
A	180 	44.99
A	15 	68.16
K	351 	63.61
A	141 	50.46
K	346 	44.51
K	345 	58.91
K	345 	37.99
K	346 	43.04
A	74 	74.33
A	75 	84.35
K	76 	58.76
K	108 	35.87
A	108 	9.37
B	323 	72.06
A	220 	68.36
B	321 	70.03
K	351 	68.23
K	350 	37.67
K	348 	38.57
K	345 	62.61
A	76 	67.93
K	334 	59.59
A	414 	58.19
K	269 	29.09
A	69 	75.76
K	270 	78.26
K	229 	42.61
K	271 	65.01
K	271 	60.23
K	275 	67.36
K	276 	34.47
A	113 	38.52
B	325 	75.81
B	322 	31.57
A	397 	51.24
K	351 	36.34
A	398 	30.04
K	349 	39.59
A	415 	54.56
A	11 	44.49
B	249 	52.59
A	97 	43.99
K	78 	63.11
A	97 	32.42
K	118 	15.82
B	331 	33.49
B	328 	76.81
B	329 	67.83
B	325 	81.00
B	346 	21.34
B	352 	78.01
B	243 	75.56
B	249 	52.26
K	80 	3.37
K	78 	25.32
K	233 	67.26
A	411 	35.39
A	411 	78.86
K	270 	68.98
K	132 	67.66
K	232 	16.92
K	226 	47.54
K	225 	66.63
K	30 	83.03
B	343 	18.97
B	343 	9.82
B	287 	67.66
B	348 	13.40
B	316 	66.38
B	259 	51.99
K	289 	25.27
K	102 	74.11
B	3 	42.26
K	288 	51.36
K	285 	19.92
K	265 	55.34
K	265 	75.56
K	265 	30.82
K	281 	34.49
K	116 	51.41
B	339 	49.66
B	310 	65.63
B	364 	58.21
K	313 	98.38
K	313 	78.96
B	235 	29.27
B	198 	93.60
K	287 	44.39
B	44 	64.46
K	237 	69.23
K	265 	70.03
K	284 	51.24
B	340 	50.16
B	370 	68.51
B	311 	46.56
K	310 	28.29
B	232 	3.70
K	323 	14.12
K	313 	41.56
B	198 	47.46
B	27 	77.08
K	330 	9.37
B	97 	77.48
K	263 	49.21
K	236 	48.56
K	138 	53.69
K	136 	73.38
K	237 	49.86
B	61 	57.54
K	162 	20.64
B	53 	15.27
K	162 	20.54
K	162 	54.11
K	128 	81.08
B	295 	74.31
K	328 	27.57
B	97 	9.07
B	24 	85.75
K	314 	2.02
K	166 	67.38
K	166 	9.87
K	89 	56.69
K	239 	63.03
K	161 	60.73
K	238 	46.79
B	33 	60.93
K	139 	47.94
K	169 	53.91
K	164 	18.72
B	18 	37.84
K	214 	30.54
K	216 	45.64
B	304 	7.05
B	277 	59.06
B	427 	10.95
B	427 	74.81
B	273 	77.51
B	297 	65.46
B	276 	47.11
B	275 	68.48
B	375 	11.45
B	420 	22.69
B	417 	74.68
B	268 	36.29
B	421 	83.48
B	421 	30.44
B	229 	50.91
B	264 	56.69
K	318 	55.16
B	20 	78.03
K	90 	89.93
K	262 	64.01
K	261 	81.20
K	142 	37.22
B	52 	70.66
K	210 	58.31
B	117 	56.39
K	208 	49.84
K	209 	33.54
